Title,Year,Mileage/Km,Price,Brand
Volkswagen Sportsvan 1.4A Highline Sunroof,2016,92000,53777,Volkswagen
Mazda 3 1.5A Deluxe Sunroof,2017,68000,52800,Mazda
Hyundai Avante 1.6A GLS,2019,62000,80800,Hyundai
Volkswagen Jetta 1.4A TSI (New 5-yr COE),2013,140000,62800,Volkswagen
Mazda CX-5 2.0A Luxury,2022,19000,163800,Mazda
Toyota Camry 2.0A,2015,42655,50000,Toyota
Mazda 2 1.5A,2016,125000,37800,Mazda
Volkswagen Scirocco 1.4A TSI (COE till 06/2031),2011,147000,80800,Volkswagen
Subaru Forester 2.0i-L Sunroof,2017,34497,75000,Subaru
Ford Focus Wagon 1.6A Trend (COE till 02/2027),2012,130251,38800,Ford
Lexus ES250 Sunroof,2015,131000,50800,Lexus
Mazda 6 2.0A Executive,2018,111888,82800,Mazda
Lexus IS250 (COE till 04/2029),2009,192000,68800,Lexus
Toyota Estima 2.4A Aeras 8-Seater Moonroof (COE till 06/2028),2008,140000,70800,Toyota
Mercedes-Benz E-Class E200 AMG Line,2017,133333,111800,Mercedes-Benz
Toyota Yaris Cross 1.5A XB (OPC),2021,18888,95800,Toyota
Volkswagen Golf Mild Hybrid 1.5A eTSI DSG R-Line,2023,9999,162800,Volkswagen
Volkswagen Passat 1.8A TFSI Highline Sunroof,2018,118888,85800,Volkswagen
Porsche Macan Turbo 3.6A PDK (New 10-yr COE),2014,77000,268800,Porsche
Toyota Harrier Hybrid 2.5A Premium,2021,35000,178800,Toyota
Toyota Raize 1.0A XS,2022,8000,123800,Toyota
Mercedes-Benz S-Class S320L,2017,82000,163800,Mercedes-Benz
BMW 4 Series 420i Gran Coupe,2017,73000,103800,BMW
Volvo V40 Cross Country T4 Sunroof,2015,108000,28800,Volvo
Volkswagen Golf GTI 5DR,2020,12397,160000,Volkswagen
Toyota Vellfire 2.5A Elegance Moonroof,2020,92800,206800,Toyota
Hyundai Elantra 1.6A GLS,2018,85000,69988,Hyundai
Volvo XC60 T6 R-Design Panoramic Roof,2018,95000,142800,Volvo
Honda Civic 1.6A VTi,2017,59237,64500,Honda
Volvo XC60 T5 2.0A,2015,192100,39800,Volvo
Kia Cerato Forte 1.6A SX (COE till 10/2024),2009,140000,11800,Kia
Nissan NV350 2.5A,2018,78165,59999,Nissan
Nissan Teana 2.5A Sunroof,2015,60000,46800,Nissan
Mazda CX-5 2.0A,2020,50000,123800,Mazda
BMW X1 sDrive20i,2017,102000,93800,BMW
Honda Jazz 1.3A L (COE till 04/2026),2011,144200,35800,Honda
Honda Vezel Hybrid 1.5A X,2016,99917,49800,Honda
Toyota C-HR Hybrid 1.8A G,2017,69000,70000,Toyota
Hyundai i30 1.0A T-GDi DCT Turbo,2021,35945,109000,Hyundai
Suzuki Swift 1.4A GLX,2017,56000,46500,Suzuki
Porsche Macan 2.0A PDK,2016,91500,138800,Porsche
Porsche Cayenne Hybrid S 3.0A (COE till 08/2031),2012,88000,150800,Porsche
Honda Civic 1.6A VTi,2018,134000,74800,Honda
BMW 5 Series 520i (COE till 10/2031),2012,155000,116900,BMW
Honda Vezel Hybrid 1.5A X Honda Sensing,2017,75000,54800,Honda
Mercedes-Benz GLC-Class GLC250 4MATIC,2017,115000,117800,Mercedes-Benz
Peugeot 5008 1.2A Puretech EAT8 Active Premium,2022,18000,165800,Peugeot
Mercedes-Benz GLC-Class GLC200 AMG Line,2020,60000,208888,Mercedes-Benz
Audi A6 Mild Hybrid 3.0A TFSI Quattro S-tronic,2020,31000,275800,Audi
Kia Cerato Forte 1.6A SX (COE till 03/2025),2010,154000,19800,Kia
Mercedes-Benz SL-Class SL350 (COE till 04/2028),2008,88300,78800,Mercedes-Benz
Honda Accord Euro R 2.0M (COE till 01/2028),2008,287000,83800,Honda
Toyota Estima 2.4A X (COE till 01/2029),2009,139500,76800,Toyota
Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,2018,75538,99800,Mercedes-Benz
Porsche Cayenne 3.6A Tip (COE till 09/2031),2011,139000,144888,Porsche
BMW 5 Series 530i M-Sport,2017,53237,141800,BMW
Honda Shuttle 1.5A G,2021,31676,110500,Honda
Volkswagen Scirocco 1.4A TSI Sunroof (COE till 07/2026),2011,182000,32800,Volkswagen
Audi A5 Sportback 2.0A TFSI Quattro (COE till 04/2031),2011,185000,100888,Audi
Mitsubishi Lancer EX 1.6A,2016,83000,49800,Mitsubishi
Volkswagen Jetta GP 1.4A TSI,2015,142000,25800,Volkswagen
Toyota Wish 1.8A Elegance,2016,70168,55999,Toyota
Kia Sorento Diesel 2.2A CRDi Sunroof,2016,136000,67800,Kia
Volkswagen Jetta GP 1.4A TSI,2016,130000,43800,Volkswagen
Toyota Camry 2.0A,2016,90000,67800,Toyota
Lexus IS250 (COE till 09/2026),2011,156000,42800,Lexus
Hyundai Avante 1.6A S,2020,48168,107999,Hyundai
Toyota Harrier 2.0A Elegance,2015,85000,36800,Toyota
Nissan X-Trail 2.0A 7-Seater Sunroof,2016,97000,58800,Nissan
Honda Odyssey 2.4A EX-S,2015,147000,51800,Honda
Toyota Yaris 1.5A G (COE till 10/2026),2006,164000,32800,Toyota
Nissan Qashqai 1.2A DIG-T,2015,68500,28500,Nissan
Peugeot 308 SW 1.2A PureTech Allure Glass Roof,2017,83000,56000,Peugeot
Hyundai Tucson 1.6A GLS T-GDi DCT Turbo S,2018,98855,82000,Hyundai
Toyota Estima 2.4A X (COE till 06/2028),2008,154000,72800,Toyota
Mercedes-Benz E-Class E200 Estate Mild Hybrid AMG Line,2022,32601,222000,Mercedes-Benz
Honda Shuttle 1.5A G Honda Sensing,2019,52000,92800,Honda
Honda Freed Hybrid 1.5A G Honda Sensing,2019,63166,111800,Honda
Mercedes-Benz E-Class E43 AMG 4MATIC,2017,62000,199800,Mercedes-Benz
Volkswagen Golf 1.4A TSI Comfortline,2018,39000,82800,Volkswagen
Volkswagen Golf Mild Hybrid 1.5A eTSI DSG Life,2022,29000,144800,Volkswagen
Audi Q7 3.0A TFSI Quattro S-Line,2015,92000,78800,Audi
Volkswagen Passat 1.8A TFSI Sunroof,2016,170000,61800,Volkswagen
Honda Freed 1.5A G Just Selection,2015,123000,28888,Honda
BMW 1 Series 116i (COE till 03/2032),2012,136000,98800,BMW
Toyota Wish 1.8A,2016,92869,47500,Toyota
Honda Freed Hybrid 1.5A G,2019,60000,102800,Honda
Toyota Wish 1.8A Elegance,2016,67168,57999,Toyota
Toyota Corolla Altis 1.6A Standard,2019,78000,87800,Toyota
Toyota Hiace 3.0A DX,2018,58000,74999,Toyota
Volkswagen Golf R 5DR Sunroof (COE till 12/2030),2011,151000,120888,Volkswagen
BMW 3 Series 316i (New 10-yr COE),2013,142000,119800,BMW
Citroen Grand C4 Picasso Diesel 1.6A e-HDi Panoramic Roof,2015,145000,33000,Citroen
Toyota Noah Hybrid 1.8A X,2020,34000,167800,Toyota
Honda Fit Hybrid 1.5A,2019,50000,83800,Honda
Lexus IS Hybrid IS300h Executive,2018,103000,122800,Lexus
Mercedes-Benz E-Class E200 (New 10-yr COE),2014,71000,162800,Mercedes-Benz
Volkswagen Passat 1.4A TSI,2014,80339,25900,Volkswagen
Nissan Note 1.2A,2019,60000,74800,Nissan
Honda Grace 1.5A LX,2021,31000,112800,Honda
Toyota Yaris Cross 1.5A XB,2022,22300,119000,Toyota
Kia Sorento Diesel 2.2A SX Tech Pack Sunroof,2020,21813,185000,Kia
Honda Jazz Hybrid 1.5A e-HEV Luxe,2021,16000,120000,Honda
Kia Cerato K3 1.6A SX,2016,88000,39888,Kia
Porsche Boxster S 3.4A PDK (COE till 12/2031),2012,138000,210800,Porsche
BMW 7 Series 730i Sunroof,2016,133000,124800,BMW
Mercedes-Benz CLA-Class CLA200 Shooting Brake Urban,2016,147000,55800,Mercedes-Benz
Volkswagen Golf 1.4A TSI,2016,117000,45000,Volkswagen
Honda Shuttle Hybrid 1.5A,2019,60000,95800,Honda
Toyota Corolla Altis 1.6A,2016,77000,52000,Toyota
Mazda 5 2.0A SP Sunroof,2016,155000,44888,Mazda
Kia Cerato 1.6A GT Line SX Sunroof,2019,46953,93800,Kia
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium Plus Sunroof,2019,16916,178800,Mercedes-Benz
Volkswagen Passat 1.8A TFSI,2019,90000,101800,Volkswagen
Volkswagen Golf R 5DR Sunroof,2016,94000,129800,Volkswagen
Mercedes-Benz A-Class A200 Style,2017,94288,86888,Mercedes-Benz
Audi R8 4.2A FSI Quattro R-tronic (COE till 05/2028),2008,120000,158888,Audi
Mazda 6 2.0A Executive,2019,86000,104800,Mazda
Honda HR-V 1.5A DX,2017,87000,62000,Honda
Volkswagen Jetta GP 1.4A TSI Highline,2015,93000,37000,Volkswagen
Mitsubishi Attrage 1.2A,2021,14000,95800,Mitsubishi
Mazda 6 2.0A Executive,2023,11,178888,Mazda
Volkswagen Golf 1.4A TSI Comfortline,2018,88500,83800,Volkswagen
Honda Civic 1.6A VTi,2018,80000,81000,Honda
Nissan 200SX (COE till 04/2030),1990,168000,126800,Nissan
Peugeot 2008 Active Puretech 1.2A Glass Roof,2017,90000,48800,Peugeot
Mercedes-Benz C-Class C63 S AMG,2016,69000,220800,Mercedes-Benz
Honda Vezel 1.5A X,2016,93000,43100,Honda
Suzuki Swift Mild Hybrid 1.2A GLX,2022,29000,102800,Suzuki
Honda Vezel Hybrid 1.5A X,2018,84213,78800,Honda
Mercedes-Benz CLK-Class CLK200K Cabriolet (COE till 06/2028),2008,120000,78800,Mercedes-Benz
Mazda CX-5 2.0A Elegance,2023,12,186800,Mazda
Mercedes-Benz A-Class A180 Progressive,2022,28000,163800,Mercedes-Benz
Opel Crossland 1.2A X Turbo,2019,73499,69800,Opel
Mercedes-Benz CLA-Class CLA45 AMG 4MATIC Sunroof,2016,107800,117000,Mercedes-Benz
Subaru Forester 2.0i-L Sunroof,2018,89000,76200,Subaru
Mazda 3 Mild Hybrid 1.5A Elegance,2023,34,152800,Mazda
Toyota Prius Plus Hybrid 1.8A,2019,166000,99800,Toyota
Toyota Hiace 2.0A DX,2021,59424,79800,Toyota
BMW 5 Series 530i M-Sport,2017,124000,126800,BMW
Mercedes-Benz A-Class A200 Style,2017,135000,69800,Mercedes-Benz
Volkswagen Sharan 2.0A TSI Panoramic Roof,2014,115000,39500,Volkswagen
Honda Shuttle 1.5A G Honda Sensing,2021,44000,108800,Honda
BMW 3 Series 335i (COE till 04/2028),2008,166000,65800,BMW
Mercedes-Benz C-Class C250 Estate Avantgarde (COE till 09/2031),2011,121000,115000,Mercedes-Benz
Honda Fit Hybrid 1.5A e-HEV,2022,9300,139800,Honda
Land Rover Defender 130 Mild Hybrid 3.0A,2023,5000,490800,Land Rover
Audi A3 Sedan 1.0A TFSI S-tronic,2018,29500,98999,Audi
Hyundai Elantra 1.6A GLS S,2018,82000,61800,Hyundai
BMW 4 Series 420i Coupe M-Sport,2022,24500,215800,BMW
Nissan NV200 1.6A DX,2020,42000,66800,Nissan
Mercedes-Benz CLA-Class CLA200 AMG Line (New 10-yr COE),2014,136888,129800,Mercedes-Benz
Mercedes-Benz C-Class C200 Mild Hybrid Sport,2022,5000,205800,Mercedes-Benz
BMW 5 Series 520i (New 5-yr COE),2014,160000,107800,BMW
Nissan Note 1.2A DIG-S,2016,119502,36800,Nissan
Nissan Note 1.2A,2016,90425,39800,Nissan
Honda Vezel 1.5A X,2016,138494,42800,Honda
Audi A3 Sportback 1.0A TFSI S-tronic,2017,83399,62800,Audi
Mercedes-Benz GLE-Class GLE450 Mild Hybrid AMG Line 4MATIC Sunroof,2019,91000,263800,Mercedes-Benz
Honda Shuttle Hybrid 1.5A,2021,40177,116800,Honda
Maserati Levante 3.0A,2020,45000,320800,Maserati
Honda Accord 2.0A (COE till 04/2028),2008,152000,51800,Honda
BMW 5 Series 520i,2014,145000,43800,BMW
Honda Jazz 1.5A RS,2018,69635,71800,Honda
Mazda 3 1.5A Sunroof,2018,87743,68800,Mazda
Maserati Ghibli 3.0A,2019,73000,230800,Maserati
Honda Stepwagon 1.5A Spada 8-Seater,2021,20233,191800,Honda
Opel Astra Sports Tourer Diesel 1.6A Turbo,2019,131915,82800,Opel
Skoda Kodiaq 1.4A TSI Sportline,2020,38000,149800,Skoda
Toyota Harrier Turbo 2.0A M,2018,58000,102800,Toyota
Volvo S90 T5 Momentum,2016,93000,88888,Volvo
Volkswagen Sharan 2.0A TSI Panoramic Roof,2017,42000,91800,Volkswagen
Mercedes-Benz E-Class E200 Avantgarde,2019,104000,159990,Mercedes-Benz
Hyundai Avante 1.6A S (COE till 07/2025),2010,180000,21500,Hyundai
Mitsubishi Fuso Canter FEB21,2015,95081,44800,Mitsubishi
Mercedes-Benz E-Class E200,2014,173449,39800,Mercedes-Benz
Honda Civic Type-R 2.0M (COE till 08/2027),2007,12000,115000,Honda
BMW 3 Series 320i Convertible (COE till 12/2030),2011,116088,97800,BMW
Volvo XC40 T4 Momentum,2019,28000,127800,Volvo
Hyundai Avante 1.6A GLS Elite,2020,77925,96500,Hyundai
Nissan Qashqai 1.2A DIG-T,2015,110000,32000,Nissan
Honda Shuttle Hybrid 1.5A,2020,72000,101800,Honda
Mercedes-Benz S-Class S400L,2015,139500,122800,Mercedes-Benz
Toyota Century 4.0A (COE till 11/2031),2021,173800,55000,Toyota
Nissan Sylphy 1.6A Premium,2019,58000,84500,Nissan
Land Rover Range Rover Mild Hybrid 3.0A SWB Autobiography,2023,13000,798800,Land Rover
Volkswagen Passat 1.8A TFSI Sunroof,2016,139300,54800,Volkswagen
Land Rover Range Rover Sport Mild Hybrid 3.0A Dynamic SE,2023,4000,583800,Land Rover
Honda City 1.5A SV,2016,80760,50800,Honda
Mazda 6 2.0A Executive,2016,143000,42500,Mazda
Kia Cerato 1.6A LX,2019,70718,84000,Kia
Hyundai Avante 1.6A S,2020,54643,112000,Hyundai
BMW 5 Series 520i,2020,58265,170500,BMW
Skoda Superb 1.8A TSI,2019,60000,105800,Skoda
Toyota Raize 1.2A X,2022,7900,127788,Toyota
Mitsubishi Attrage 1.2A,2016,73300,34800,Mitsubishi
Mazda 3 1.5A Sunroof,2015,97156,23800,Mazda
Citroen Grand C4 Picasso Diesel 1.6A e-HDi Panoramic Roof,2015,151000,24888,Citroen
BMW 4 Series 420i Gran Coupe,2019,47963,145800,BMW
BMW X1 sDrive18i,2020,45883,152800,BMW
BMW M2 Coupe,2023,1800,443800,BMW
Toyota Estima Hybrid 2.4A G (COE till 12/2028),2009,153800,71000,Toyota
Nissan Cabstar 3.0M,2016,148300,37800,Nissan
Toyota Alphard 2.5A X 8-Seater Moonroof,2022,22135,283800,Toyota
Mercedes-Benz GLA-Class GLA180 Urban Edition,2020,70300,133800,Mercedes-Benz
Volkswagen Touran Diesel 1.6A TDI Sunroof,2015,136000,34800,Volkswagen
Toyota Wish 1.8A X,2016,102000,45500,Toyota
Porsche 981 Cayman 2.7A PDK (New 10-yr COE),2014,78000,255800,Porsche
MINI Cooper Countryman 1.6A,2015,76000,45000,MINI
Nissan Qashqai 1.2A DIG-T Premium,2016,82900,45000,Nissan
BMW 7 Series Mild Hybrid 735i sDrive Pure Excellence,2022,12000,529800,BMW
Honda Civic 1.6A VTi,2019,85000,170888,Honda
Ferrari F430 F1 Novitec Rosso (COE till 09/2028),2009,47000,279888,Ferrari
Honda HR-V 1.5A LX,2019,49978,89800,Honda
Lexus RX Turbo RX200t Luxury Sunroof,2017,109500,129800,Lexus
Toyota Vellfire 2.5A Z Moonroof,2020,53100,228800,Toyota
BMW 1 Series 116d,2017,110000,70888,BMW
Suzuki Swift 1.0A Turbo GLX,2018,66387,71800,Suzuki
Toyota Camry Hybrid 2.5A Ascent,2019,51000,123800,Toyota
BMW M3 Sedan Competition Package,2021,4500,435800,BMW
Mercedes-Benz G-Class G400d AMG Line 4MATIC Premium,2021,45000,666800,Mercedes-Benz
BMW Z4 sDrive23i (COE till 03/2030),2010,139000,93800,BMW
BMW 2 Series 216i Gran Coupe Sport,2022,8500,162000,BMW
Mercedes-Benz M-Class ML400 4MATIC,2014,117500,75000,Mercedes-Benz
BMW 5 Series 530i M-Sport,2017,107000,119800,BMW
Nissan NV350 2.5M (New 5-yr COE),2014,158391,48800,Nissan
Lexus NX Turbo NX200t Executive,2017,80800,105800,Lexus
Honda Shuttle Hybrid 1.5A,2018,65000,76800,Honda
Peugeot 5008 1.2A PureTech EAT8 Allure Premium,2022,13700,172800,Peugeot
Mercedes-Benz E-Class E250 CGI Avantgarde (COE till 09/2030),2010,133000,90800,Mercedes-Benz
Mitsubishi Lancer 1.6M GLX (COE till 10/2029),2009,130000,65800,Mitsubishi
Honda Freed 1.5A G (COE till 03/2029),2009,193000,72800,Honda
Nissan Serena e-POWER Hybrid 1.2A Highway Star Premium,2020,62600,158800,Nissan
Honda Vezel Hybrid 1.5A X Honda Sensing,2016,133265,50500,Honda
Audi A5 Sportback 2.0A TFSI S-tronic Design,2018,101000,119800,Audi
Toyota Estima 2.4A Aeras Premium Moonroof,2017,82500,99800,Toyota
Toyota Wish 1.8A,2016,140000,42000,Toyota
Toyota Corolla Altis 1.6A,2017,92600,61200,Toyota
Honda Odyssey Hybrid 2.0A e-HEV Absolute,2022,15200,220800,Honda
Toyota Harrier 2.0A Elegance,2015,145500,41888,Toyota
Mazda 3 1.5A Sunroof,2016,90500,37888,Mazda
Toyota Harrier 2.0A Premium Panoramic Roof,2017,96750,87800,Toyota
Volvo V90 Cross Country T5 Momentum,2017,93000,110800,Volvo
Nissan X-Trail 2.0A 7-Seater Sunroof,2017,49000,75800,Nissan
Kia Cerato 1.6A GT Line SX Sunroof,2019,70000,92800,Kia
Toyota Noah Hybrid 1.8A X,2018,78219,129800,Toyota
Toyota Wish 1.8A X (COE till 03/2029),2009,105000,69800,Toyota
Toyota C-HR Hybrid 1.8A G,2017,71683,75500,Toyota
Honda Freed Hybrid 1.5A G 7-Seater,2018,52226,92800,Honda
Toyota Vellfire 2.5A V,2015,87056,89800,Toyota
Volkswagen Beetle 1.2A TSI,2015,73016,37800,Volkswagen
Porsche Macan Diesel S 3.0A PDK (New 10-yr COE),2014,99951,229800,Porsche
Audi Q3 1.4A TFSI S-tronic,2021,34145,172500,Audi
Honda Freed Hybrid 1.5A G 7-Seater,2019,68972,114000,Honda
Toyota Prius Plus Hybrid 1.8A,2018,105000,97800,Toyota
Mitsubishi Triton L200 Double-Cab 2.5M (COE till 07/2031),2011,180000,77800,Mitsubishi
Toyota Corolla Altis 1.6A Standard (OPC),2020,27000,101800,Toyota
Mercedes-Benz GLA-Class GLA180,2019,76129,113888,Mercedes-Benz
Lexus LS350 Luxury MR,2019,39590,248800,Lexus
Suzuki SX4 1.6A (COE till 01/2029),2009,281000,53800,Suzuki
Hyundai Accent 1.4A,2017,38392,51500,Hyundai
Subaru Forester 2.0A XT,2015,118000,33800,Subaru
Porsche Cayenne Coupe 3.0A Tip Sunroof,2021,16000,429800,Porsche
Mitsubishi Lancer EX 1.6A,2015,112000,27888,Mitsubishi
Mitsubishi Outlander 2.0A,2019,48000,124800,Mitsubishi
Mercedes-Benz A-Class A200 Progressive,2019,66000,129800,Mercedes-Benz
Toyota Dyna 150 3.0M,2021,44300,105800,Toyota
Mazda 2 1.5A,2017,60000,49388,Mazda
Mercedes-Benz B-Class B200 Chrome (New 5-yr COE),2013,172000,66800,Mercedes-Benz
BMW 7 Series 740Li,2021,21000,349800,BMW
Volvo V40 T2,2016,129000,46800,Volvo
Toyota Harrier 2.0A Elegance Panoramic Roof,2017,95000,85800,Toyota
Toyota Corolla Altis 1.6A (COE till 04/2029),2009,139000,59888,Toyota
BMW 2 Series 218i Coupe Sunroof,2015,154000,42600,BMW
Nissan Qashqai 1.2A DIG-T Premium,2016,131000,41800,Nissan
Toyota Hiace 3.0M,2017,120000,49800,Toyota
Toyota Corolla Hybrid 1.8A S,2021,31000,123800,Toyota
Porsche Macan 2.0A PDK (New 10-yr COE),2014,149000,208800,Porsche
Toyota Raize 1.2A G,2022,19000,118800,Toyota
Subaru Forester 2.0i-L Sunroof,2016,96280,53800,Subaru
Nissan Teana 2.0A XL,2017,87000,59800,Nissan
Hyundai Elantra 1.6A GLS Elite (OPC),2018,26000,61800,Hyundai
Subaru XV 1.6i-S,2017,105104,64500,Subaru
BMW 1 Series 116d,2018,89896,94500,BMW
Volkswagen Passat 1.8A TFSI Sunroof,2016,102000,72800,Volkswagen
Volkswagen Sportsvan 1.4A Highline,2017,82000,75800,Volkswagen
Nissan NV200 1.6A,2015,113000,22800,Nissan
Honda Shuttle 1.5A G Honda Sensing,2021,43000,111800,Honda
Mercedes-Benz A-Class A200 Progressive,2020,79286,142000,Mercedes-Benz
Mercedes-Benz E-Class E230 (COE till 07/2028),2008,253000,57800,Mercedes-Benz
Subaru Outback 2.5i-S Sunroof,2016,140000,48000,Subaru
Mercedes-Benz E-Class E200 Edition E Sunroof,2016,170399,75800,Mercedes-Benz
BMW 5 Series 535i Gran Turismo Luxury Sunroof,2015,70000,83800,BMW
BMW 5 Series 523i (COE till 02/2031),2011,20000,125888,BMW
Toyota Dyna 150 3.0M,2019,77200,80300,Toyota
Volkswagen Jetta GP 1.4A TSI Highline,2016,109000,47800,Volkswagen
Audi A3 Sedan 1.4A TFSI Attraction,2016,124000,52800,Audi
Toyota Corolla Altis 1.6A Elegance,2017,72200,76800,Toyota
Honda Fit 1.3A GF,2020,76000,81800,Honda
BMW X1 sDrive18i,2019,71726,127800,BMW
Toyota Alphard 2.5A SA,2015,112000,86800,Toyota
BMW 1 Series 118i 5DR Highline,2020,42000,130800,BMW
Land Rover Range Rover Velar 2.0A Si4 R-Dynamic S Sunroof,2022,12619,327000,Land Rover
Hyundai Elantra 1.6A,2015,140000,35000,Hyundai
Mercedes-Benz C-Class C200 AMG Line Sunroof,2015,98000,51800,Mercedes-Benz
Lexus ES250 Luxury,2020,44000,166999,Lexus
Subaru Impreza WRX-S 5D 2.5M (COE till 07/2029),2009,130000,80800,Subaru
BMW 6 Series 640i Cabriolet (COE till 10/2031),2012,125000,129500,BMW
Lexus IS250 (COE till 01/2029),2009,132405,72800,Lexus
Porsche 718 Boxster 2.0A PDK,2020,33000,345678,Porsche
Porsche Macan 2.0A PDK,2021,40088,309800,Porsche
Mercedes-Benz A-Class A200 AMG Line Sunroof,2019,54180,135000,Mercedes-Benz
Audi A3 Sedan 1.0A TFSI S-tronic,2019,44826,108000,Audi
Mercedes-Benz CLA-Class CLA180 Urban,2018,118714,107500,Mercedes-Benz
Toyota Corolla Altis 1.6A Elegance,2019,29903,112286,Toyota
Mercedes-Benz B-Class B180 Style,2016,112378,68500,Mercedes-Benz
Mazda 3 1.5A,2017,107584,51888,Mazda
Audi Q2 1.0A TFSI S-tronic,2018,86458,98000,Audi
Honda Civic 1.6A VTi,2017,100000,65400,Honda
Toyota Corolla Altis 1.6A Elegance,2021,39000,129888,Toyota
Porsche 911 Carrera S Coupe 3.0A,2021,14800,595000,Porsche
Honda Vezel 1.5A G,2023,6700,153800,Honda
BMW Z4 sDrive23i (COE till 06/2029),2009,120000,78800,BMW
Volvo S80 T5,2016,46000,53800,Volvo
Mercedes-Benz GLE-Class GLE400 Coupe 4MATIC,2016,35820,158800,Mercedes-Benz
Mazda 6 Wagon 2.5A Sunroof,2016,104000,46800,Mazda
Nissan Cabstar 3.0M,2017,133000,44500,Nissan
BMW 2 Series 216i Gran Tourer,2018,68888,98888,BMW
Bentley Continental GT 4.0A V8 S,2017,42000,428000,Bentley
Honda Fit 1.3A GF (OPC),2020,60000,73800,Honda
Bentley Continental GT 6.0A (COE till 04/2029),2009,88000,178800,Bentley
Porsche Macan S 3.0A PDK (COE till 06/2033),2014,128000,228888,Porsche
Honda Jazz 1.5A RS,2018,108868,73800,Honda
Honda Fit Hybrid 1.5A,2019,63000,80800,Honda
Mercedes-Benz C-Class C180 Avantgarde,2016,160000,73800,Mercedes-Benz
Volkswagen Passat 1.8A TFSI,2018,72000,89800,Volkswagen
Mazda Biante 2.0A,2015,111231,29588,Mazda
Toyota Hiace 3.0M,2019,145000,70000,Toyota
Mercedes-Benz C-Class C200 Sport Premium Sunroof,2017,108000,105800,Mercedes-Benz
Toyota Vellfire 2.5A Z G-Edition Moonroof,2016,88000,115800,Toyota
Suzuki Swift 1.0A Turbo GLX,2020,65000,90800,Suzuki
Bentley Continental GT 6.0A Speed (COE till 05/2029),2009,59530,178888,Bentley
Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,2021,48000,118800,Nissan
Toyota Dyna 150 2.8M,2021,45000,99800,Toyota
BMW X1 sDrive20i Sunroof,2016,68000,120888,BMW
Toyota Dyna 150 3.0M,2020,27500,83800,Toyota
Hyundai Elantra 1.6A GLS S,2018,75618,71800,Hyundai
Mercedes-Benz E-Class E350 Coupe (COE till 08/2030),2010,168000,80800,Mercedes-Benz
Mazda 6 2.0A Executive,2022,10200,164800,Mazda
Mercedes-Benz E-Class E250 CGI Coupe (COE till 02/2030),2010,112368,83800,Mercedes-Benz
Honda Civic 1.5A VTEC Turbo Sunroof,2016,95000,59800,Honda
Toyota Hiace 3.0M,2021,58000,82800,Toyota
Subaru XV 1.6i-S,2016,100000,45800,Subaru
Jaguar E-PACE 2.0A Prestige,2021,58000,158800,Jaguar
Hyundai Avante 1.6A S,2021,28000,110800,Hyundai
Toyota Corolla Axio Hybrid 1.5A,2021,24000,124800,Toyota
BMW M3 Coupe (COE till 09/2030),2011,121508,135888,BMW
Mercedes-Benz Vito 114 CDI,2018,75168,66800,Mercedes-Benz
Mercedes-Benz GLC-Class GLC43 AMG 4MATIC Night Edition,2019,105580,186800,Mercedes-Benz
Hyundai Venue 1.6A GLS S,2021,30000,106800,Hyundai
Lexus RX Turbo RX200t Luxury Sunroof,2017,100238,155800,Lexus
Ford Mustang 5.0A GT,2016,2302,168800,Ford
Subaru Forester 2.0A XT Sunroof,2016,116500,59800,Subaru
BMW 7 Series 730Li Sunroof,2015,138000,91588,BMW
Toyota Corolla Altis 1.6A,2015,142000,34000,Toyota
Mercedes-Benz E-Class E240 (COE till 10/2024),2004,190000,19900,Mercedes-Benz
Audi A4 1.4A TFSI S-tronic,2016,131000,62800,Audi
Kia Sorento Diesel 2.2A CRDi Sunroof,2019,52000,125800,Kia
Honda Civic 1.8A (COE till 03/2029),2009,125000,67800,Honda
Hyundai Tucson 2.0A GLS Sunroof,2017,73068,65800,Hyundai
Hyundai Kona 1.0 T-GDI MT,2018,67560,59800,Hyundai
Nissan X-Trail 2.0A 7-Seater Sunroof,2017,89288,64888,Nissan
Toyota Wish 1.8A Elegance,2016,155000,54800,Toyota
Honda Jazz 1.5A,2021,36800,104800,Honda
Kia Cerato Forte 1.6A EX (COE till 01/2029),2009,178000,56000,Kia
BMW 1 Series 118i 5DR M-Sport Highline,2020,33037,150800,BMW
Porsche 718 Cayman 2.0A PDK,2018,73000,259800,Porsche
Toyota Harrier 2.0A Elegance Panoramic Roof,2016,129000,64800,Toyota
Mercedes-Benz E-Class E250 CGI Coupe (COE till 08/2029),2010,158000,96800,Mercedes-Benz
Mitsubishi Eclipse Cross 1.5A Sunroof,2019,107000,100888,Mitsubishi
Audi A5 Coupe 3.2A FSI Quattro S-Line (COE till 03/2030),2010,53000,90800,Audi
Honda Vezel 1.5A X,2015,128000,33800,Honda
Nissan Cabstar 3.0M (COE till 09/2028),2013,244800,49800,Nissan
Nissan NV200 1.6A DX,2017,37105,40800,Nissan
Porsche Cayenne 3.0A Tip,2021,22283,398800,Porsche
Subaru Forester 2.0i-L Sunroof,2016,115633,43822,Subaru
Maserati Ghibli 3.0A,2019,32600,256000,Maserati
Mercedes-Benz B-Class B180,2019,93000,103800,Mercedes-Benz
